nome,preco,loja,url,categoria
"Notebook Lenovo Ideapad Slim 3 15irh10 Intel Core i5-13420h 16gb 512gb SSD WINDOWS 11 15.3"" Tela Touch - 83ns000bbr Luna Grey",5279.12,Kabum,https://www.kabum.com.br/produto/885259/notebook-lenovo-ideapad-slim-3-15irh10-intel-core-i5-13420h-16gb-512gb-ssd-windows-11-15-3-83ns000bbr-luna-grey,notebook
Notebook Positivo Vision C14 Intel® Celeron® WINDOWS 11 Home 4gb 128GB Emmc 14” Lumina Bar Cinza - Inclui Microsoft 365*,2089.05,Kabum,https://www.kabum.com.br/produto/475522/notebook-positivo-vision-c14-intel-celeron-windows-11-home-4gb-128gb-emmc-14-hd-lumina-bar-cinza-inclui-microsoft-365-,notebook
"Notebook Asus Vivobook Go 15 E1504fa Amd Ryzen™ 5 7520u 8GB Ram 256gb SSD Linux Keepos 15,60"" Fhd Mixed Black - Nj731",3115.73,Kabum,https://www.kabum.com.br/produto/579676/notebook-asus-vivobook-go-15-e1504fa-amd-ryzen-5-7520u-8gb-ram-256gb-ssd-linux-keepos-15-60-fhd-mixed-black-nj731,notebook
"Notebook Asus Vivobook 15 X1504va Intel Core i5 1334u, 8GB RAM, SSD 512GB, Intel Iris Xe, Tela 15.6"" FHD, Windows 11, Silver - Nj1740w.",4949.9,Kabum,https://www.kabum.com.br/produto/776251/notebook-asus-vivobook-15-x1504va-intel-core-i5-1334u-8gb-ram-512gb-ssd-intel-iris-xe-windows-11-tela-15-6-fhd-silver-nj1740w,notebook
"Notebook Acer Aspire 5 A515-57-727C Intel Core i7-12650H, 32GB RAM, SSD 1TB NVMe, Tela 15.6"" Full HD",7480.78,Kabum,https://www.kabum.com.br/produto/640415/notebook-acer-aspire-5-i7-15-fhd-i7-12-gen-nvme-1tb-32gb-ram,notebook
"Notebook Vaio Fe16 Amd® Ryzen 7-5825u Linux 8GB Ram 256gb SSD 16"" Ips Wuxga Antirreflexo - Cinza Grafite",3589.0,Kabum,https://www.kabum.com.br/produto/1007133/notebook-vaio-fe16-amd-ryzen-7-5825u-linux-8gb-ram-256gb-ssd-16-ips-wuxga-antirreflexo-cinza-grafite,notebook
"Notebook Acer Aspire Go Intel i3 1305U 8GB DDR5 SSD 256GB Tela  15,3"" WUXGA Windows 11 Azul Escuro",3509.1,Kabum,https://www.kabum.com.br/produto/953007/notebook-acer-aspire-go-intel-i3-1305u-8gb-ddr5-ssd-256gb-tela-15-3-wuxga-windows-11-azul-escuro,notebook
Notebook Gamer Acer Nitro V15 Intel Core i5 512GB SSD 16GB RAM 15.6” Full HD 165Hz IPS NVIDIA RTX 4050 6GB Linux ANV15-52-52XM,6479.1,Kabum,https://www.kabum.com.br/produto/953054/notebook-gamer-acer-nitro-v15-intel-core-i5-512gb-ssd-16gb-ram-15-6-full-hd-165hz-ips-nvidia-rtx-4050-6gb-linux-anv15-52-52xm,notebook
Notebook Gamer Acer Predator Helios Neo Phn16-72-75tx Intel® Core™ i7-14700hx De 14ªg 32gb Ram 512gb SSD RTX4070 W11 Home 16”,11699.1,Kabum,https://www.kabum.com.br/produto/1029482/notebook-gamer-acer-predator-helios-neo-phn16-72-75tx-intel-core-i7-14700hx-de-14-g-32gb-ram-512gb-ssd-rtx4070-w11-home-16-,notebook
"Notebook Asus Vivobook S 14 S5406sa Copilot+ PC Intel Core Ultra 7 256 V 16gb Ram 512gb SSD WINDOWS 11 Home 14"" OLED Mist Blue Qd299w",5949.15,Kabum,https://www.kabum.com.br/produto/1050662/notebook-asus-vivobook-s-14-s5406sa-copilot-pc-intel-core-ultra-7-256-v-16gb-ram-512gb-ssd-windows-11-home-14-oled-mist-blue-qd299w,notebook
